,Squad,Comp,Player,Pos,Age,MP,Starts_Playing_Time,Min_Playing_Time,Mins_Per_90_Playing_Time,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per_Minutes,Ast_Per_Minutes,G+A_Per_Minutes,G_minus_PK_Per_Minutes,G+A_minus_PK_Per_Minutes,MP_Playing_Time
29,2022 Denmark,WCQ — UEFA M,Robert Skov,"DF,FW",25.0,1.0,0,45.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,
30,2022 Denmark,WCQ — UEFA M,Pione Sisto,"FW,MF",26.0,1.0,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,2022 Denmark,WCQ — UEFA M,Jens Stage,MF,25.0,1.0,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,2022 Denmark,WCQ — UEFA M,Anders Dreyer,"FW,MF",23.0,2.0,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,2022 Denmark,WCQ — UEFA M,Mikael Uhre,FW,27.0,1.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,2022 Denmark,WCQ — UEFA M,Marcus Ingvartsen,"FW,MF",26.0,1.0,0,14.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.43,0.0,6.43,6.43,6.43,
35,2022 Denmark,WCQ — UEFA M,Alexander Bah,"DF,MF",24.0,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,2022 Denmark,WCQ — UEFA M,Jesper Hansen,GK,36.0,0.0,0,,,,,,,,,,,,,,,
37,2022 Denmark,WCQ — UEFA M,Jonas Lössl,GK,32.0,0.0,0,,,,,,,,,,,,,,,
38,2022 Denmark,WCQ — UEFA M,Andreas Maxsø,DF,27.0,0.0,0,,,,,,,,,,,,,,,
39,2022 Denmark,WCQ — UEFA M,Emil Riis Jakobsen,FW,23.0,0.0,0,,,,,,,,,,,,,,,
40,2022 Denmark,WCQ — UEFA M,Frederik Rønnow,GK,29.0,0.0,0,,,,,,,,,,,,,,,
41,2022 Denmark,WCQ — UEFA M,Peter Vindahl Jensen,GK,23.0,0.0,0,,,,,,,,,,,,,,,
0,2022 France,WCQ — UEFA M,Hugo Lloris,GK,35.0,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,2022 France,WCQ — UEFA M,Antoine Griezmann,"MF,FW",30.0,8.0,8,648.0,7.2,6.0,1.0,5.0,1.0,1.0,0.0,0.0,0.83,0.14,0.97,0.69,0.83,
2,2022 France,WCQ — UEFA M,Adrien Rabiot,MF,26.0,7.0,6,567.0,6.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16,0.16,0.32,0.16,0.32,
3,2022 France,WCQ — UEFA M,Kylian Mbappé,"FW,MF",23.0,6.0,5,464.0,5.2,5.0,2.0,5.0,0.0,1.0,0.0,0.0,0.97,0.39,1.36,0.97,1.36,
4,2022 France,WCQ — UEFA M,Presnel Kimpembe,DF,26.0,5.0,5,449.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,2022 France,WCQ — UEFA M,Paul Pogba,MF,28.0,6.0,5,446.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,2022 France,WCQ — UEFA M,Lucas Digne,"DF,MF",28.0,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7,2022 France,WCQ — UEFA M,Raphaël Varane,DF,28.0,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,2022 France,WCQ — UEFA M,Kurt Zouma,DF,27.0,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9,2022 France,WCQ — UEFA M,Leo Dubois,"DF,MF",27.0,5.0,4,329.0,3.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,
10,2022 France,WCQ — UEFA M,Kingsley Coman,MF,25.0,7.0,4,311.0,3.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.58,
11,2022 France,WCQ — UEFA M,Karim Benzema,FW,34.0,5.0,3,296.0,3.3,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.91,0.3,1.22,0.91,1.22,
12,2022 France,WCQ — UEFA M,Lucas Hernández,DF,25.0,3.0,3,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,2022 France,WCQ — UEFA M,Anthony Martial,"FW,MF",26.0,5.0,3,229.0,2.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39,0.39,0.79,0.39,0.79,
14,2022 France,WCQ — UEFA M,Thomas Lemar,"MF,FW",26.0,3.0,3,224.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,2022 France,WCQ — UEFA M,Jules Koundé,DF,23.0,3.0,3,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
16,2022 France,WCQ — UEFA M,Aurélien Tchouaméni,MF,22.0,5.0,2,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,2022 France,WCQ — UEFA M,Benjamin Pavard,DF,25.0,4.0,2,237.0,2.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,2022 France,WCQ — UEFA M,Theo Hernández,"MF,DF",24.0,2.0,2,180.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
19,2022 France,WCQ — UEFA M,Dayot Upamecano,DF,23.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,2022 France,WCQ — UEFA M,N'Golo Kanté,MF,30.0,2.0,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,2022 France,WCQ — UEFA M,Ousmane Dembélé,FW,24.0,2.0,1,117.0,1.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.77,0.0,0.77,0.77,0.77,
22,2022 France,WCQ — UEFA M,Moussa Diaby,FW,22.0,4.0,1,104.0,1.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.0,0.87,
23,2022 France,WCQ — UEFA M,Clément Lenglet,DF,26.0,3.0,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,2022 France,WCQ — UEFA M,Olivier Giroud,FW,35.0,2.0,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,2022 France,WCQ — UEFA M,Tanguy Ndombele,MF,25.0,1.0,1,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,2022 France,WCQ — UEFA M,Jordan Veretout,MF,28.0,3.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,2022 France,WCQ — UEFA M,Wissam Ben Yedder,"FW,MF",31.0,3.0,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,2022 France,WCQ — UEFA M,Mattéo Guendouzi,MF,22.0,1.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29,2022 France,WCQ — UEFA M,Nordi Mukiele,"DF,MF",24.0,1.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30,2022 France,WCQ — UEFA M,Moussa Sissoko,MF,32.0,2.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,2022 France,WCQ — UEFA M,Alphonse Areola,GK,28.0,0.0,0,,,,,,,,,,,,,,,
32,2022 France,WCQ — UEFA M,Benoît Costil,GK,34.0,0.0,0,,,,,,,,,,,,,,,
33,2022 France,WCQ — UEFA M,Mike Maignan,GK,26.0,0.0,0,,,,,,,,,,,,,,,
34,2022 France,WCQ — UEFA M,Steve Mandanda,GK,36.0,0.0,0,,,,,,,,,,,,,,,
35,2022 France,WCQ — UEFA M,Ferland Mendy,DF,26.0,0.0,0,,,,,,,,,,,,,,,
0,2022 Tunisia,WCQ — CAF M,Ali Maâloul,"DF,MF",32.0,8.0,8,720.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.12,0.25,0.12,0.25,
1,2022 Tunisia,WCQ — CAF M,Aïssa Laïdouni,MF,25.0,8.0,8,690.0,7.7,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13,0.0,0.13,0.13,0.13,
2,2022 Tunisia,WCQ — CAF M,Farouk Ben Mustapha,GK,32.0,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,2022 Tunisia,WCQ — CAF M,Dylan Bronn,DF,26.0,6.0,6,540.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,
4,2022 Tunisia,WCQ — CAF M,Naïm Sliti,"FW,MF",29.0,6.0,6,477.0,5.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.38,
5,2022 Tunisia,WCQ — CAF M,Seifeddine Jaziri,FW,28.0,7.0,5,442.0,4.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,0.2,0.2,
6,2022 Tunisia,WCQ — CAF M,Yassine Meriah,DF,28.0,5.0,5,434.0,4.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,
7,2022 Tunisia,WCQ — CAF M,Wahbi Khazri,FW,30.0,6.0,5,410.0,4.6,3.0,1.0,1.0,2.0,3.0,2.0,0.0,0.66,0.22,0.88,0.22,0.44,
8,2022 Tunisia,WCQ — CAF M,Ferjani Sassi,MF,29.0,5.0,5,379.0,4.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
9,2022 Tunisia,WCQ — CAF M,Montassar Talbi,DF,23.0,6.0,4,378.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,2022 Tunisia,WCQ — CAF M,Ellyes Skhiri,MF,26.0,5.0,4,365.0,4.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.49,0.49,
11,2022 Tunisia,WCQ — CAF M,Mohamed Dräger,"DF,MF",25.0,3.0,3,246.0,2.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,
12,2022 Tunisia,WCQ — CAF M,Wajdi Kechrida,DF,26.0,3.0,3,225.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,2022 Tunisia,WCQ — CAF M,Anis Ben Slimane,"MF,FW",20.0,6.0,2,269.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,
14,2022 Tunisia,WCQ — CAF M,Mohamed Ali Ben Romdhane,MF,22.0,7.0,2,262.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,2022 Tunisia,WCQ — CAF M,Hamza Mathlouthi,DF,29.0,4.0,2,249.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,2022 Tunisia,WCQ — CAF M,Youssef Msakni,"MF,FW",31.0,4.0,2,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,2022 Tunisia,WCQ — CAF M,Ghaylène Chaalali,MF,27.0,4.0,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,2022 Tunisia,WCQ — CAF M,Bechir Ben Saïd,GK,29.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,2022 Tunisia,WCQ — CAF M,Nader Ghandri,DF,26.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,2022 Tunisia,WCQ — CAF M,Fakhreddine Ben Youssef,FW,30.0,4.0,2,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,2022 Tunisia,WCQ — CAF M,Saîf-Eddine Khaoui,"MF,FW",26.0,3.0,2,95.0,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.0,0.95,
22,2022 Tunisia,WCQ — CAF M,Hamza Rafia,FW,22.0,4.0,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,2022 Tunisia,WCQ — CAF M,Saad Bguir,MF,27.0,2.0,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,2022 Tunisia,WCQ — CAF M,Taha Yassine Khenissi,FW,30.0,2.0,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,2022 Tunisia,WCQ — CAF M,Sebastian Tounekti,FW,19.0,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,2022 Tunisia,WCQ — CAF M,Mortadha Ben Ouannes,MF,27.0,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,2022 Tunisia,WCQ — CAF M,Bilel Ifa,DF,31.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,2022 Tunisia,WCQ — CAF M,Hannibal Mejbri,MF,19.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29,2022 Tunisia,WCQ — CAF M,Ali Abdi,"DF,MF",28.0,0.0,0,,,,,,,,,,,,,,,
30,2022 Tunisia,WCQ — CAF M,Aimen Dahmen,GK,25.0,0.0,0,,,,,,,,,,,,,,,
31,2022 Tunisia,WCQ — CAF M,Oussama Haddadi,DF,30.0,0.0,0,,,,,,,,,,,,,,,
32,2022 Tunisia,WCQ — CAF M,Mouez Hassen,GK,26.0,0.0,0,,,,,,,,,,,,,,,
33,2022 Tunisia,WCQ — CAF M,Issam Jebali,"FW,MF",30.0,0.0,0,,,,,,,,,,,,,,,
34,2022 Tunisia,WCQ — CAF M,Ali Jemel,GK,31.0,0.0,0,,,,,,,,,,,,,,,
35,2022 Tunisia,WCQ — CAF M,Mootaz Zemzemi,MF,22.0,0.0,0,,,,,,,,,,,,,,,
0,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Francisco Calvo,DF,29.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Anthony Contreras,FW,22.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Óscar Duarte,DF,32.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Keylor Navas,GK,35.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Bryan Oviedo,DF,31.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Yeltsin Tejeda,MF,29.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Joel Campbell,FW,29.0,1.0,1,89.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.01,0.0,1.01,1.01,1.01,
7,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Celso Borges,MF,33.0,1.0,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Jewison Bennette,MF,17.0,1.0,1,45.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,
9,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Keysher Fuller,DF,27.0,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Gerson Torres,MF,24.0,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Carlos Martínez,DF,22.0,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Bryan Ruiz,"FW,MF",36.0,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Kendall Waston,DF,34.0,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Daniel Chacón,DF,20.0,1.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Johan Venegas,"FW,MF",33.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Brandon Aguilera,MF,18.0,0.0,0,,,,,,,,,,,,,,,
17,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Aarón Cruz,GK,30.0,0.0,0,,,,,,,,,,,,,,,
18,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Orlando Galo,DF,21.0,0.0,0,,,,,,,,,,,,,,,
19,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Ian Lawrence,MF,19.0,0.0,0,,,,,,,,,,,,,,,
20,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Carlos Mora,DF,20.0,0.0,0,,,,,,,,,,,,,,,
21,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Leonel Moreira,GK,31.0,0.0,0,,,,,,,,,,,,,,,
22,2022 Costa Rica,WCQ — Inter-confederation play-offs M,Juan Pablo Vargas,DF,26.0,0.0,0,,,,,,,,,,,,,,,
0,2022 Germany,WCQ — UEFA M,Leroy Sané,"MF,FW",26.0,9.0,9,675.0,7.5,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.53,0.27,0.8,0.53,0.8,
1,2022 Germany,WCQ — UEFA M,Joshua Kimmich,MF,26.0,8.0,8,681.0,7.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13,0.13,0.0,0.13,
2,2022 Germany,WCQ — UEFA M,Leon Goretzka,MF,26.0,9.0,8,632.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.14,1.0,1.14,0.14,1.14,
3,2022 Germany,WCQ — UEFA M,Antonio Rüdiger,DF,28.0,7.0,7,630.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.14,0.0,0.14,0.14,0.14,
4,2022 Germany,WCQ — UEFA M,Thilo Kehrer,DF,25.0,7.0,7,603.0,6.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
5,2022 Germany,WCQ — UEFA M,İlkay Gündoğan,MF,31.0,8.0,7,584.0,6.5,5.0,0.0,2.0,3.0,3.0,0.0,0.0,0.77,0.0,0.77,0.31,0.31,
6,2022 Germany,WCQ — UEFA M,Serge Gnabry,"MF,FW",26.0,8.0,7,574.0,6.4,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.78,0.16,0.94,0.78,0.94,
7,2022 Germany,WCQ — UEFA M,Manuel Neuer,GK,35.0,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8,2022 Germany,WCQ — UEFA M,Kai Havertz,"FW,MF",22.0,8.0,6,487.0,5.4,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.55,0.37,0.92,0.55,0.92,
9,2022 Germany,WCQ — UEFA M,Timo Werner,FW,25.0,8.0,5,470.0,5.2,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.96,0.19,1.15,0.96,1.15,
10,2022 Germany,WCQ — UEFA M,Niklas Süle,DF,26.0,5.0,5,418.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,2022 Germany,WCQ — UEFA M,Jonas Hofmann,"DF,MF",29.0,7.0,5,394.0,4.4,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.46,0.23,0.69,0.46,0.69,
12,2022 Germany,WCQ — UEFA M,Matthias Ginter,DF,28.0,5.0,4,377.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,2022 Germany,WCQ — UEFA M,Lukas Klostermann,DF,25.0,5.0,3,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,2022 Germany,WCQ — UEFA M,Emre Can,DF,28.0,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,2022 Germany,WCQ — UEFA M,Marc-André ter Stegen,GK,29.0,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,2022 Germany,WCQ — UEFA M,Thomas Müller,"FW,MF",32.0,4.0,3,252.0,2.8,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.07,1.07,2.14,1.07,2.14,
17,2022 Germany,WCQ — UEFA M,Marco Reus,MF,32.0,4.0,3,246.0,2.7,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.73,1.83,2.56,0.73,2.56,
18,2022 Germany,WCQ — UEFA M,David Raum,"MF,DF",23.0,3.0,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,2022 Germany,WCQ — UEFA M,Robin Gosens,DF,27.0,3.0,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,2022 Germany,WCQ — UEFA M,Ridle Baku,"MF,DF",23.0,3.0,2,157.0,1.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,
21,2022 Germany,WCQ — UEFA M,Jamal Musiala,MF,18.0,6.0,1,152.0,1.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.59,0.59,1.18,0.59,1.18,
22,2022 Germany,WCQ — UEFA M,Florian Neuhaus,MF,24.0,5.0,1,149.0,1.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.6,0.0,0.6,
23,2022 Germany,WCQ — UEFA M,Christian Günter,DF,28.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,2022 Germany,WCQ — UEFA M,Bernd Leno,GK,29.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,2022 Germany,WCQ — UEFA M,Jonathan Tah,DF,25.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,2022 Germany,WCQ — UEFA M,Florian Wirtz,MF,18.0,4.0,0,81.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,0.0,1.11,
27,2022 Germany,WCQ — UEFA M,Lukas Nmecha,"FW,MF",23.0,2.0,0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,2022 Germany,WCQ — UEFA M,Maximilian Arnold,MF,27.0,2.0,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
29,2022 Germany,WCQ — UEFA M,Karim Adeyemi,FW,20.0,3.0,0,51.0,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.76,1.76,3.53,1.76,3.53,
30,2022 Germany,WCQ — UEFA M,Kevin Volland,"FW,MF",29.0,2.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,2022 Germany,WCQ — UEFA M,Amin Younes,"FW,MF",28.0,3.0,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,2022 Germany,WCQ — UEFA M,Julian Brandt,"FW,MF",25.0,1.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,2022 Germany,WCQ — UEFA M,Mahmoud Dahoud,MF,26.0,0.0,0,,,,,,,,,,,,,,,
34,2022 Germany,WCQ — UEFA M,Julian Draxler,"FW,MF",28.0,0.0,0,,,,,,,,,,,,,,,
35,2022 Germany,WCQ — UEFA M,Philipp Max,"DF,MF",28.0,0.0,0,,,,,,,,,,,,,,,
36,2022 Germany,WCQ — UEFA M,Nico Schlotterbeck,DF,22.0,0.0,0,,,,,,,,,,,,,,,
37,2022 Germany,WCQ — UEFA M,Kevin Trapp,GK,31.0,0.0,0,,,,,,,,,,,,,,,
0,2022 Japan,WCQ — AFC M,Shūichi Gonda,GK,32.0,15.0,15,1322.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,2022 Japan,WCQ — AFC M,Maya Yoshida,DF,33.0,14.0,14,1187.0,13.2,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.15,0.08,0.23,0.15,0.23,
